path,change_type,accountability_class,semantic_record_ids,reason,verification_node,baseline_sha256,current_sha256
src/apps/daemon/internal/runtime/proxy/evasion_tunnel_socks.go,modified,transitive-caller,SEM048,Use shared SOCKS address parser and declared UDP endpoint authority,src/apps/daemon/internal/runtime/proxy/socks5_stun_test.go#TestSocksUDPClientAllowed,5baca495fd374719faa6cdc26f4c3055edd1aabbdae88686377d824f569fcbd7,7b29d17d6f086a9d3053f0afcc89ed5169f829554791f63549f7d43432345c39
src/apps/daemon/internal/runtime/proxy/gdrive_transport.go,modified,transitive-caller,SEM054,Bound Google control/chunk bodies and Zephyr payload envelopes,src/apps/daemon/internal/runtime/proxy/http_bounds.go#readBoundedProxyHTTPBody,c805fbe9b5e31011ca34d8736cb691868ceae16cb6996aa75dea0b237d784c30,222a1a2bbe222eff077f6f3474c43a4cc600c64a632ba79ad54e271535f421d8
src/apps/daemon/internal/runtime/proxy/gfwknocker.go,modified,transitive-caller,SEM049;SEM054,Yield on accept errors and bound remote DoH JSON body,src/apps/daemon/internal/runtime/proxy/accept_backoff_test.go#TestWaitAfterAcceptError,fdbd5fa271ce5a54d7d97b954ba9a8e23932b5e1943eac0393e77f303bed06ab,0b476d2aa9eaddcfe2273469d52991e7128b12bdb25f6751dae213b374fee8bb
src/apps/daemon/internal/runtime/proxy/http_bounds.go,added,semantic-owner,SEM054;SEM096,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,85684aaf3818e91970ed82ca9396d5ce364c5f2d71dcd4823aae856a85262da9
src/apps/daemon/internal/runtime/proxy/http_bounds_test.go,added,acceptance-evidence,SEM054,Exercise proxy control-plane response ceiling,src/apps/daemon/internal/runtime/proxy/http_bounds_test.go#TestReadBoundedProxyHTTPBody,n/a,0f84f522aa2839ca254fad17fe122b28ae4330341bc12178f9910bde1e885e48
src/apps/daemon/internal/runtime/proxy/mahsang_preset.go,modified,transitive-caller,SEM054,Bound fragmented DoH JSON response,src/apps/daemon/internal/runtime/proxy/http_bounds.go#readBoundedProxyHTTPBody,721e945781c43383f9231eef8a6a06611666db3649ed349379ac7c1c39ada340,c6162f51e6c38d4c8e053d9539a4d56ac268cfa7ce9b903d5ba25a61dc05a776
src/apps/daemon/internal/runtime/proxy/socks5_stun.go,modified,semantic-owner,SEM048,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,d140c98dd8aca6a29dc30efc44954fe3edf2c1f3443a9c7e50659abe97cf8bd5,052767be1ff89799544cdfb6c3c09573af6491c881f5482ad318bbfe7a1f1996
src/apps/daemon/internal/runtime/proxy/socks5_stun_test.go,modified,acceptance-evidence,SEM048,Verify UDP source/declared-port authority and valid relay behavior,src/apps/daemon/internal/runtime/proxy/socks5_stun_test.go#TestSocksUDPClientAllowed,912679259d864251233448df3331e187fb6bf387a8acfb1eacc8c5c9f355ae88,1752ef3237dc600d66d64e1c39b7ed3cd752f4f39e857d81b575abb5a70b1e53
src/apps/daemon/internal/runtime/proxy/ss_server.go,modified,transitive-caller,SEM049,Use cancellation-aware accept-error yield policy,src/apps/daemon/internal/runtime/proxy/accept_backoff.go#waitAfterAcceptError,73fc77286d971af28fb3a2eefe3e2fe1d5f1aeeeddeebfd31913cbdb4300a024,abee2ec03c1274e70a6e97d958fb30dd8e4b290820f958e039a9a591d4ab017c
src/apps/daemon/internal/runtime/proxy/tester.go,modified,transitive-caller,SEM054,Bound GeoIP/Mullvad status response bodies before JSON parsing,src/apps/daemon/internal/runtime/proxy/http_bounds.go#readBoundedProxyHTTPBody,87b3f66e603c8e1479b2526fe860cea7ac72f5b8b69f642035e2baf050cc9864,df07d98a73170e101214981029df8ebd357be6ea12fafe49ce5b8dcbd08d8822
src/packages/control-ui/src/AppLayout.tsx,modified,target-repair,n/a,Correct relative system-store import exposed by peer UI composition,governance/convergence/peer-target-repairs.csv#PTR001,405aaf98731ba717c1501dc9419198f254c2f5811d1463ddce3920125c8fcad7,8d43d814e6b12024a6db1b822a9b45eee7f905696b78b703fb5a7217dd1b5626
src/packages/control-ui/src/pages/Settings.tsx,modified,semantic-owner,SEM002,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,38cafb89ec499bd889c3af943b9ad20e6ea396971de7d71dc12153c992504205,3b10c0694bd1829b1894775b73dbacf3d25e17ec6735f44d8f9ee73522751702
src/packages/lumicore/src/data/ring_buffer.rs,modified,semantic-owner,SEM072,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,2f28f90464aa7957e95792a9f39935a3f987384486605eec752c0b2f1054f5c9,b311615cdf0125a81314113370bd66090a943d953de9c6c694504618d147c349
src/packages/lumicore/src/diagnostics/runbook.rs,modified,semantic-owner,SEM051,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,27d2d2e40dc12b4c704186c77291c6baaee657bf9ae9825dc61bb37665294ac3,d0fbc2227733621974224d4fca75e960688f943b5ce32d6748fd164ce693f8b7
src/packages/lumicore/src/dns/hosts_optimizer.rs,modified,semantic-owner,SEM021,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,845dcc826ae4248b64009206ba7d8fa2c32c6283fa66a08eb2cd28776730788d,3327aeff6bcf241fae4163d500c2f17ad2e6d966b7d9ef5fda30abdc609b0431
src/packages/lumicore/src/dns/packet.rs,modified,semantic-owner,SEM050,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,2121cfe168d01141495a82bfde654a7a429972a7839a165193996ef8b43edb3d,5a93fef99661b01c3bb7864695905ed0849f9d018736df0170a7c68e2ce3cc75
src/packages/lumicore/src/dns/udp.rs,modified,semantic-owner,SEM050,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,d8a17aaf52ee68907bb0422f6255f2ea2d603396de9e1bc3f8441a2a20952e37,b8aaaf7a276a975f528d40e10e742b5bafaed8330634165b4bdc3f435a2ad045
