donor,module_id,module_role,module_disposition,rationale,file_count,bytes,languages,classes,semantic_record_ids,fourth_order_record_ids,current_module_disposition,review_rationale,review_status
defyxVPN,defyx-assets,ui-assets,reference-only,Visual/product assets only.,63,2842156,json;unknown,configuration;media,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-core,client-storage-network,resolved-by-semantic-ledger,Secure storage/network/local-data primitives compared; backend target owners supersede most; resolved by SEM001.,8,10009,dart,ui-or-product,SEM001,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM001 -> superseded. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
defyxVPN,defyx-ios,ios-vpn-host,reference-only,iOS PacketTunnel/native bridge retained for future host reference; iOS not shipped.,75,832210,c;json;markdown;swift;unknown,configuration;documentation;generated;implementation;media,SEM005,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM005 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
defyxVPN,defyx-linux,platform-shell,reference-only,Generated Flutter Linux shell.,10,16059,c;cpp;unknown,implementation,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-macos,platform-shell,reference-only,Generated Flutter macOS shell.,30,234827,json;swift;unknown,configuration;implementation;media,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-main,mobile-product-state,resolved-by-semantic-ledger,"Connection presentation/state/secret UX compared individually; resolved by SEM002,SEM006,SEM007,SEM008,SEM103,SEM104.",21,136779,dart,ui-or-product,SEM002;SEM006;SEM007;SEM008;SEM103;SEM104,FO-009,split-live-and-nonlive-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM002,SEM006,SEM007,SEM008,SEM103,SEM104 -> inspired-native,reference-only,superseded,superseded,superseded,rejected-with-reason. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
defyxVPN,defyx-root,build-docs,reference-only,"Flutter build, docs, CI, metadata.",33,408607,dart;json;markdown;shell;unknown;yaml,configuration;documentation;governance;implementation;media;repository-administration;script;test-or-fixture;ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-settings,mobile-settings,reference-only,Settings/product affordance reference.,6,26006,dart,ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-shared,mobile-ui-state,resolved-by-semantic-ledger,Shared connection/log/group state reference; resolved by SEM004.,6,9760,dart,ui-or-product,SEM004,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM004 -> superseded. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
defyxVPN,defyx-splash,mobile-ui,reference-only,Splash/product reference.,1,3051,dart,ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-web,web-shell,reference-only,Flutter web shell reference.,7,43183,html;json;unknown,media;ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
defyxVPN,defyx-windows,platform-shell,reference-only,Generated Flutter Windows shell.,18,68499,c;cpp;unknown,implementation;media,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-configs,configs-ci,automation,reference-only,Feed-update workflow reference.,2,2016,yaml,repository-administration,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-configs,configs-corpus,proxy-config-corpus,resolved-by-semantic-ledger,"Large volatile proxy corpus used as grammar/evaluation oracle, not runtime authority; resolved by SEM033,SEM038,SEM106,SEM107,SEM108,SEM110.",26,137611952,unknown,implementation,SEM033;SEM038;SEM106;SEM107;SEM108;SEM110,n/a,resolved-live-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM033,SEM038,SEM106,SEM107,SEM108,SEM110 -> hardened,extracted,adapted,hardened,guardrail-derived,guardrail-derived. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
goida-vpn-configs,configs-network,remote-fetch,resolved-by-semantic-ledger,"Verification-off/downgrade behavior rejected; concurrency/source mechanics referenced; resolved by SEM036,SEM037,SEM105.",1,2952,python,implementation,SEM036;SEM037;SEM105,FO-008,split-live-and-nonlive-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM036,SEM037,SEM105 -> rejected-with-reason,adapted,adapted. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
goida-vpn-configs,configs-parser,proxy-normalization,resolved-by-semantic-ledger,"Grammar/insecure/dedupe semantics compared and adapted; resolved by SEM032,SEM034,SEM035.",1,2568,python,implementation,SEM032;SEM034;SEM035,n/a,resolved-live-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM032,SEM034,SEM035 -> adapted,adapted,adapted. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
goida-vpn-configs,configs-qr,distribution-media,reference-only,Generated QR distribution artifacts.,26,64143,unknown,media,SEM040,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM040 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-configs,configs-root,docs-build,reference-only,Root docs/build evidence.,7,119697,markdown;python;unknown,documentation;governance;implementation,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-configs,configs-source-catalog,source-catalog,resolved-by-semantic-ledger,Feed/SNI catalogs retained as evaluation/source-reference data; resolved by SEM039.,3,26697,json,configuration,SEM039,FO-003,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM039 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-configs,configs-tooling,aggregation-tooling,reference-only,Git/readme/release/file/update tooling reference.,8,29605,python,implementation,SEM041,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM041 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-site,site-app,pwa-runtime,reference-only,Flask app/config/util reference.,3,9630,python,ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-site,site-build,pwa-build,reference-only,Build/Tailwind/runtime config reference.,5,14972,javascript;json;python;unknown,configuration;implementation,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-site,site-i18n,localization-data,reference-only,Localization corpus/reference.,1,130518,json,ui-or-product,SEM045,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM045 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-site,site-js,pwa-client,resolved-by-semantic-ledger,"Service-worker/link-confirmation/i18n/stats product patterns retained as reference; resolved by SEM044,SEM046.",4,34095,javascript,ui-or-product,SEM044;SEM046,n/a,resolved-nonlive-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM044,SEM046 -> reference-only,reference-only. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
goida-vpn-site,site-root,docs-ci,reference-only,Root docs/automation.,4,51486,markdown;unknown;yaml,documentation;governance;implementation;repository-administration,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
goida-vpn-site,site-routes,pwa-api,reference-only,Public PWA/API plane not target authority.,3,5306,python,ui-or-product,SEM047,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM047 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-site,site-services,release-discovery,reference-only,Release/project discovery/cache services deferred without signed update authority.,3,20814,python,ui-or-product,SEM043;SEM088,FO-005,resolved-nonlive-by-semantic-review,"All semantic children re-evaluated against the frozen third-wave target: SEM043,SEM088 -> reference-only,rejected-with-reason. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
goida-vpn-site,site-static,pwa-assets,reference-only,PWA/media/QR assets reference.,36,722537,css;javascript;unknown,media;ui-or-product,SEM042,n/a,resolved-nonlive-by-semantic-review,All semantic children re-evaluated against the frozen third-wave target: SEM042 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
goida-vpn-site,site-templates,pwa-ui,reference-only,Public site/product templates reference.,10,214195,html,ui-or-product,n/a,n/a,reference-only-after-fourth-order-review,Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
