record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
S7-042,n/a,CG-S7-042,SenPaiScanner-main,scanner,two-stage live discovery then shortlist speed-test workflow,file/symbol family,executable behavior,standalone target-native equivalent,android/app/src/main/java/com/matinsenpai/senpaiscanner/ui/main/ScanScreen.kt,ecae8002e0864fee6297a0ddbe93e0075bc94463111fbe224f7f852d700803fb,n/a,synthesis,many-to-one,superseded,two-stage live discovery then shortlist speed-test workflow dispositioned against current LumiNet ownership.,two-stage live discovery then shortlist speed-test workflow,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go#RunSniSpoofStabilityScan;src/apps/daemon/internal/runtime/proxy/node_latency_tester.go#NodeLatencyTester,LumiNet already separates discovery/stability from latency validation.,Scanner work remains bounded/cancellable.,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan_test.go#TestRunSniSpoofStabilityScanRanksStableLowLatencyCandidates,Operations / SNI stability ranking,additive/no durable migration,MIT; target uses independent target-native semantics,low,n/a,high,verified
S7-043,n/a,CG-S7-043,SenPaiScanner-main,configuration,transport-aware link parsing and Sing-box/Clash export,file/symbol family,executable behavior,standalone target-native equivalent,internal/export/export.go,fbb5dc0b4b86c1784a3d282a18af0b52909d0e4997af572974ae16e651630d3a,n/a,synthesis,many-to-one,superseded,transport-aware link parsing and Sing-box/Clash export dispositioned against current LumiNet ownership.,transport-aware link parsing and Sing-box/Clash export,src/apps/daemon/internal/networking/proxyconfig/types.go#ParseProxyURI,Existing proxyconfig/share owners preserve richer target semantics.,No donor exporter becomes authoritative.,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestParseProxyURIContract,Profiles,additive/no durable migration,MIT; target uses independent target-native semantics,low,n/a,high,verified
S7-044,n/a,CG-S7-044,SenPaiScanner-main,metadata,ASN/ISP metadata enrichment fallback chain,file/symbol family,product/UX surface,context-dependent,README.md,e776b29ba4d171523202ad9761f793b03f0df25a828605247ed1f834ec660dec,n/a,reference,one-to-many,reference-only,ASN/ISP metadata enrichment fallback chain dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independent target-native semantics,low,n/a,high,reviewed
S7-045,n/a,CG-S7-045,SenPaiScanner-main,product,Android/Wails scanner desk/result/export UX,file/symbol family,executable behavior,standalone target-native equivalent,android/app/src/main/java/com/matinsenpai/senpaiscanner/ui/main/ResultsScreen.kt,784b7cbcea1c1cbcd912087cf7968588fb75bebc41c0550c0e6ebc812591be19,n/a,synthesis,many-to-one,superseded,Android/Wails scanner desk/result/export UX dispositioned against current LumiNet ownership.,Android/Wails scanner desk/result/export UX,src/packages/control-ui/src/pages/Operations.tsx#SNI stability ranking,Existing Operations page exposes discovery/ranking/export-oriented workflows.,UI never owns scan truth.,src/packages/control-ui/scripts/test-sixth-order-promotions.mjs#SNI repeated ranking,Operations,additive/no durable migration,MIT; target uses independent target-native semantics,low,n/a,high,verified
S7-046,n/a,CG-S7-046,SenPaiScanner-main,remainder,SenPaiScanner build/test/assets remainder,file/symbol family,executable behavior,context-dependent,LICENSE,1ceacff8db22928d796782326b13586972445baa9d6b06c74c9c76c0f36b9b7d,n/a,reference,many-to-many,reference-only,SenPaiScanner build/test/assets remainder dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independent target-native semantics,low,n/a,high,reviewed
S7-047,n/a,CG-S7-047,nthlink-outline-main,shadowsocks,Outline Shadowsocks salt/prefix compatibility,file/symbol family,executable behavior,standalone target-native equivalent,outline.go,dbae2b2394271e249d57030a883f429a6c9d9e209da9dda87fe5f44625f9b55c,n/a,synthesis,many-to-one,superseded,Outline Shadowsocks salt/prefix compatibility dispositioned against current LumiNet ownership.,Outline Shadowsocks salt/prefix compatibility,src/apps/daemon/internal/runtime/proxy/ss_prefix.go#WrapSSPrefix,LumiNet already preserves Outline-style Shadowsocks custom prefixes.,Prefix remains part of target proxy semantics.,src/apps/daemon/internal/runtime/proxy/parser_test.go#TestparseProxyURI_ShadowsocksPrefix,Profiles,additive/no durable migration,no license file found in supplied archive; treated as evidence only,low,n/a,high,verified
S7-048,n/a,CG-S7-048,nthlink-outline-main,validation,TCP/UDP Outline connectivity probe pattern,file/symbol family,executable behavior,standalone target-native equivalent,examples/connectivity/main.go,345f403356216e638434f38f6c77ac014643a41c437478b496166a840cc275b8,n/a,synthesis,many-to-one,superseded,TCP/UDP Outline connectivity probe pattern dispositioned against current LumiNet ownership.,TCP/UDP Outline connectivity probe pattern,src/apps/daemon/internal/runtime/proxy/node_latency_tester.go#NodeLatencyTester,Existing proxy tester and latency tester provide target-native connectivity qualification.,Connectivity failures do not silently promote a node.,src/apps/daemon/internal/runtime/proxy/node_latency_tester_test.go#TestNodeLatencyTester_PingTCP,Operations,additive/no durable migration,no license file found in supplied archive; treated as evidence only,low,n/a,high,verified
S7-049,n/a,CG-S7-049,nthlink-outline-main,remainder,nthlink Outline wrapper examples/build surface,file/symbol family,executable behavior,context-dependent,README.md,38cd3224ec9be160a2eb272ae6e346bc8332c44a73b7f5d1e30f55094c2495b6,n/a,reference,many-to-many,reference-only,nthlink Outline wrapper examples/build surface dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,no license file found in supplied archive; treated as evidence only,low,n/a,high,reviewed
S7-050,n/a,CG-S7-050,nthlink-os-android-main,product,one-click connect/switch lifecycle and connection-state UX,file/symbol family,executable behavior,standalone target-native equivalent,app/src/main/java/com/nthlink/android/client/ui/connection/ConnectionFragment.kt,6ef20ec9dd48359de31e6994bbe3c0f521d084bcf9e503746ce6fe5a480a890f,n/a,synthesis,many-to-one,superseded,one-click connect/switch lifecycle and connection-state UX dispositioned against current LumiNet ownership.,one-click connect/switch lifecycle and connection-state UX,src/packages/control-ui/src/pages/Operations.tsx#Runtime engines,LumiNet centralizes engine availability/status/start-stop in Operations.,"UI status is derived from daemon capability, not local optimistic state.",src/packages/control-ui/scripts/test-feature-promotions.mjs#checkOperationsRuntimeAndUpdates,Operations,additive/no durable migration,BSD-3-Clause; UX evidence only,low,n/a,high,verified
S7-051,n/a,CG-S7-051,nthlink-os-android-main,product,"diagnostics, feedback and in-app update flows",file/symbol family,executable behavior,standalone target-native equivalent,app/src/main/java/com/nthlink/android/client/ui/diagnostic/DiagnosticFragment.kt,9df780656875457738a82bc1441b338fc9fb1c604bdfa86a4e1d23dd496ec71f,n/a,synthesis,many-to-one,superseded,"diagnostics, feedback and in-app update flows dispositioned against current LumiNet ownership.","diagnostics, feedback and in-app update flows",src/packages/control-ui/src/pages/Operations.tsx#Diagnostic runbook;src/packages/control-ui/src/pages/Operations.tsx#Signed update center,Existing diagnostic/export and signed-update workflows are richer target-native owners.,Update UX cannot bypass signature admission/staging.,src/packages/control-ui/scripts/test-feature-promotions.mjs#checkOperationsDiagnosticsAndTrace,Operations,additive/no durable migration,BSD-3-Clause; UX evidence only,low,n/a,high,verified
S7-052,n/a,CG-S7-052,nthlink-os-windows-main,product,one-button connect/disconnect and connection-state desktop UX,file/symbol family,executable behavior,standalone target-native equivalent,nthLink.Wpf/Application/Services/ConnectionService.cs,77bf8b33cee4f1fc170b9c490215474c5d1230ef46f1d54b8ee30c52569a9921,n/a,synthesis,many-to-one,superseded,one-button connect/disconnect and connection-state desktop UX dispositioned against current LumiNet ownership.,one-button connect/disconnect and connection-state desktop UX,src/packages/control-ui/src/pages/Operations.tsx#Runtime engines,Operations provides a cross-platform engine state/control surface.,Engine state remains daemon-owned.,src/packages/control-ui/scripts/test-feature-promotions.mjs#checkNavigation,Operations,additive/no durable migration,BSD-3-Clause; UX evidence only,low,n/a,high,verified
S7-053,n/a,CG-S7-053,nthlink-os-windows-main,product,desktop feedback/about/localization/installer surface,file/symbol family,product/UX surface,context-dependent,README.md,45737d44bd93cc9885314f5028c0f535e10f34b5bb00805f22792298730a2082,n/a,reference,many-to-many,reference-only,desktop feedback/about/localization/installer surface dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,BSD-3-Clause; UX evidence only,low,n/a,high,reviewed
S7-054,n/a,CG-S7-054,purwin-main,product,quick VPN profile/status visual affordances,file/symbol family,product/UX surface,context-dependent,README.md,e44eac1e970287b2c8265dc43ca2343075b901f8840ed766e74d442e4ce2c77e,n/a,reference,idea-to-native,reference-only,"Screenshots/config snippets inform operator affordances, but no separable stronger runtime mechanism exceeds current Operations/Profiles.",n/a,n/a,n/a,n/a,n/a,n/a,none,no license file found in supplied archive; reference/inspiration only,low,n/a,high,reviewed
S7-055,n/a,CG-S7-055,purwin-main,remainder,purwin scripts/configuration/media remainder,file/symbol family,executable behavior,context-dependent,main.py,57d76f81e337dcf87a3041a6b5464083d286d56d14e7a3dad6fdd5d36571d983,n/a,reference,many-to-many,reference-only,purwin scripts/configuration/media remainder dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,no license file found in supplied archive; reference/inspiration only,low,n/a,high,reviewed
