donor,path,depth,direct_file_count,direct_child_dir_count,recursive_file_count,recursive_bytes,languages,classifications,children,reviewed_surface_count,reviewed_modules,fourth_order_record_ids,current_resolution,review_rationale,review_status
Aether-GUI,src-tauri,1,4,4,72,1878790,json;rust;shell;toml;unknown;xml,configuration;implementation;media,binaries;capabilities;icons;src,72,aether-gui-build;aether-gui-media;aether-gui-sidecar;aether-gui-tauri,FO-010,fully-accounted-fourth-order,Directory recursively resolves to 72 exact hashed surfaces across 4 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/binaries,2,1,0,1,1456,shell,implementation,,1,aether-gui-build,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/capabilities,2,1,0,1,446,json,configuration,,1,aether-gui-build,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons,2,18,2,53,1694148,unknown;xml,configuration;implementation;media,android;ios,53,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 53 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android,3,0,7,17,153077,unknown;xml,configuration;media,mipmap-anydpi-v26;mipmap-hdpi;mipmap-mdpi;mipmap-xhdpi;mipmap-xxhdpi;mipmap-xxxhdpi;values,17,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 17 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-anydpi-v26,4,1,0,1,261,xml,configuration,,1,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-hdpi,4,3,0,3,10134,unknown,media,,3,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-mdpi,4,3,0,3,6631,unknown,media,,3,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-xhdpi,4,3,0,3,18922,unknown,media,,3,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-xxhdpi,4,3,0,3,41099,unknown,media,,3,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/mipmap-xxxhdpi,4,3,0,3,75915,unknown,media,,3,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/android/values,4,1,0,1,115,xml,configuration,,1,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/icons/ios,3,18,0,18,367532,unknown,media,,18,aether-gui-media,n/a,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/src,2,7,1,13,69111,rust,implementation,aether,13,aether-gui-sidecar;aether-gui-tauri,FO-010,fully-accounted-fourth-order,Directory recursively resolves to 13 exact hashed surfaces across 2 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src-tauri/src/aether,3,6,0,6,57779,rust,implementation,,6,aether-gui-sidecar,FO-010,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src/components,2,16,1,23,68138,typescript,ui-or-product,ui,23,aether-gui-components,n/a,fully-accounted-fourth-order,Directory recursively resolves to 23 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src/components/ui,3,7,0,7,18969,typescript,ui-or-product,,7,aether-gui-components,n/a,fully-accounted-fourth-order,Directory recursively resolves to 7 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src/lib,2,1,0,1,166,typescript,ui-or-product,,1,aether-gui-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src/state,2,2,0,2,10463,typescript,implementation,,2,aether-gui-state,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Aether-GUI,src/types,2,1,0,1,2275,typescript,implementation,,1,aether-gui-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,.,0,3,2,59,467324,json;markdown;python;unknown;yaml,documentation;governance;implementation;media;repository-administration;ui-or-product,.github;source,59,goida-build;goida-core;goida-gui;goida-gui-components;goida-gui-pages;goida-hosts;goida-http;goida-icons;goida-root;goida-utils,FO-006,fully-accounted-fourth-order,Directory recursively resolves to 59 exact hashed surfaces across 10 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,.github,1,0,1,1,6031,yaml,repository-administration,workflows,1,goida-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,.github/workflows,2,1,0,1,6031,yaml,repository-administration,,1,goida-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source,1,6,2,55,410103,json;python;unknown,implementation;media;ui-or-product,app;icons,55,goida-build;goida-core;goida-gui;goida-gui-components;goida-gui-pages;goida-hosts;goida-http;goida-icons;goida-utils,FO-006,fully-accounted-fourth-order,Directory recursively resolves to 55 exact hashed surfaces across 9 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app,2,1,3,28,256262,json;python,ui-or-product,core;gui;utils,28,goida-build;goida-core;goida-gui;goida-gui-components;goida-gui-pages;goida-hosts;goida-http;goida-utils,FO-006,fully-accounted-fourth-order,Directory recursively resolves to 28 exact hashed surfaces across 8 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app/core,3,6,0,6,40240,python,ui-or-product,,6,goida-core;goida-hosts;goida-http,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 3 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app/gui,3,8,2,19,211770,json;python,ui-or-product,components;pages,19,goida-gui;goida-gui-components;goida-gui-pages,FO-006,fully-accounted-fourth-order,Directory recursively resolves to 19 exact hashed surfaces across 3 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app/gui/components,4,5,0,5,19378,python,ui-or-product,,5,goida-gui-components,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app/gui/pages,4,6,0,6,38812,python,ui-or-product,,6,goida-gui-pages,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/app/utils,3,2,0,2,4252,python,ui-or-product,,2,goida-utils,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Goida-AI-Unlocker,source/icons,2,21,0,21,16575,unknown,media,,21,goida-icons,n/a,fully-accounted-fourth-order,Directory recursively resolves to 21 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,.,0,4,1,8,855056,json;markdown;unknown,configuration;documentation;governance;implementation,source,8,unlock-hosts-corpus;unlock-magisk;unlock-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 3 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source,1,1,2,4,809275,unknown,implementation,META-INF;system,4,unlock-hosts-corpus;unlock-magisk,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 2 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/META-INF,2,0,1,2,3811,unknown,implementation,com,2,unlock-magisk,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/META-INF/com,3,0,1,2,3811,unknown,implementation,google,2,unlock-magisk,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/META-INF/com/google,4,0,1,2,3811,unknown,implementation,android,2,unlock-magisk,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/META-INF/com/google/android,5,2,0,2,3811,unknown,implementation,,2,unlock-magisk,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/system,2,0,1,1,805075,unknown,implementation,etc,1,unlock-hosts-corpus,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
Unlock_AI_and_EN_Services_for_Russia,source/system/etc,3,1,0,1,805075,unknown,implementation,,1,unlock-hosts-corpus,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,.,0,7,10,136,1422012,c;cpp;dart;html;json;kotlin;markdown;properties;swift;unknown;xml;yaml,configuration;documentation;governance;implementation;media;repository-administration;test-or-fixture;ui-or-product,.github;android;assets;ios;lib;linux;macos;test;web;windows,136,zedpass-android;zedpass-app;zedpass-ios;zedpass-linux;zedpass-macos;zedpass-provider;zedpass-root;zedpass-theme;zedpass-ui;zedpass-web;zedpass-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 136 exact hashed surfaces across 11 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,.github,1,0,1,1,2014,yaml,repository-administration,workflows,1,zedpass-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,.github/workflows,2,1,0,1,2014,yaml,repository-administration,,1,zedpass-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android,1,4,2,19,12464,kotlin;properties;unknown;xml,configuration;implementation;media;ui-or-product,app;gradle,19,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 19 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app,2,1,1,14,10537,kotlin;unknown;xml,media;ui-or-product,src,14,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 14 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src,3,0,3,13,9742,kotlin;unknown;xml,media;ui-or-product,debug;main;profile,13,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 13 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/debug,4,1,0,1,378,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main,4,1,2,11,8986,kotlin;unknown;xml,media;ui-or-product,kotlin;res,11,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 11 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/kotlin,5,0,1,1,126,kotlin,ui-or-product,com,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/kotlin/com,6,0,1,1,126,kotlin,ui-or-product,cluvexstudio,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/kotlin/com/cluvexstudio,7,0,1,1,126,kotlin,ui-or-product,zedflow,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/kotlin/com/cluvexstudio/zedflow,8,1,0,1,126,kotlin,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res,5,0,9,9,7044,unknown;xml,media;ui-or-product,drawable;drawable-v21;mipmap-hdpi;mipmap-mdpi;mipmap-xhdpi;mipmap-xxhdpi;mipmap-xxxhdpi;values;values-night,9,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 9 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/drawable,6,1,0,1,434,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/drawable-v21,6,1,0,1,438,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/mipmap-hdpi,6,1,0,1,544,unknown,media,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/mipmap-mdpi,6,1,0,1,442,unknown,media,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/mipmap-xhdpi,6,1,0,1,721,unknown,media,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/mipmap-xxhdpi,6,1,0,1,1031,unknown,media,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/mipmap-xxxhdpi,6,1,0,1,1443,unknown,media,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/values,6,1,0,1,996,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/main/res/values-night,6,1,0,1,995,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/app/src/profile,4,1,0,1,378,xml,ui-or-product,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/gradle,2,0,1,1,201,properties,configuration,wrapper,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,android/gradle/wrapper,3,1,0,1,201,properties,configuration,,1,zedpass-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,assets,1,0,1,1,0,unknown,implementation,images,1,zedpass-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,assets/images,2,1,0,1,0,unknown,implementation,,1,zedpass-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios,1,1,5,39,61213,c;json;markdown;swift;unknown,configuration;documentation;implementation;media,Flutter;Runner;Runner.xcodeproj;Runner.xcworkspace;RunnerTests,39,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 39 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Flutter,2,3,0,3,834,unknown,implementation,,3,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner,2,3,2,26,30829,c;json;markdown;swift;unknown,configuration;documentation;implementation;media,Assets.xcassets;Base.lproj,26,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 26 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcodeproj,2,1,2,5,28080,unknown,implementation,project.xcworkspace;xcshareddata,5,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcodeproj/project.xcworkspace,3,1,1,3,599,unknown,implementation,xcshareddata,3,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcodeproj/project.xcworkspace/xcshareddata,4,2,0,2,464,unknown,implementation,,2,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcodeproj/xcshareddata,3,0,1,1,3833,unknown,implementation,xcschemes,1,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcodeproj/xcshareddata/xcschemes,4,1,0,1,3833,unknown,implementation,,1,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcworkspace,2,1,1,3,616,unknown,implementation,xcshareddata,3,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner.xcworkspace/xcshareddata,3,2,0,2,464,unknown,implementation,,2,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner/Assets.xcassets,3,0,2,21,24777,json;markdown;unknown,configuration;documentation;media,AppIcon.appiconset;LaunchImage.imageset,21,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 21 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner/Assets.xcassets/AppIcon.appiconset,4,16,0,16,23846,json;unknown,configuration;media,,16,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 16 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner/Assets.xcassets/LaunchImage.imageset,4,5,0,5,931,json;markdown;unknown,configuration;documentation;media,,5,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/Runner/Base.lproj,3,2,0,2,3982,unknown,implementation,,2,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,ios/RunnerTests,2,1,0,1,285,swift,implementation,,1,zedpass-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,lib,1,1,3,5,41274,dart,ui-or-product,providers;screens;theme,5,zedpass-app;zedpass-provider;zedpass-theme;zedpass-ui,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 4 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,lib/providers,2,1,0,1,9177,dart,ui-or-product,,1,zedpass-provider,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,lib/screens,2,2,0,2,27800,dart,ui-or-product,,2,zedpass-ui,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,lib/theme,2,1,0,1,3296,dart,ui-or-product,,1,zedpass-theme,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,linux,1,2,2,10,15677,c;cpp;unknown,implementation,flutter;runner,10,zedpass-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 10 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,linux/flutter,2,4,0,4,4018,c;cpp;unknown,implementation,,4,zedpass-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,linux/runner,2,4,0,4,6888,c;cpp;unknown,implementation,,4,zedpass-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos,1,1,5,28,223149,json;swift;unknown,configuration;implementation;media,Flutter;Runner;Runner.xcodeproj;Runner.xcworkspace;RunnerTests,28,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 28 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Flutter,2,3,0,3,379,swift;unknown,implementation,,3,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner,2,5,3,18,191730,json;swift;unknown,configuration;implementation;media,Assets.xcassets;Base.lproj;Configs,18,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcodeproj,2,1,2,3,30271,unknown,implementation,project.xcworkspace;xcshareddata,3,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcodeproj/project.xcworkspace,3,0,1,1,238,unknown,implementation,xcshareddata,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcodeproj/project.xcworkspace/xcshareddata,4,1,0,1,238,unknown,implementation,,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcodeproj/xcshareddata,3,0,1,1,3687,unknown,implementation,xcschemes,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcodeproj/xcshareddata/xcschemes,4,1,0,1,3687,unknown,implementation,,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcworkspace,2,1,1,2,390,unknown,implementation,xcshareddata,2,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner.xcworkspace/xcshareddata,3,1,0,1,238,unknown,implementation,,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner/Assets.xcassets,3,0,1,8,164317,json;unknown,configuration;media,AppIcon.appiconset,8,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner/Assets.xcassets/AppIcon.appiconset,4,8,0,8,164317,json;unknown,configuration;media,,8,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner/Base.lproj,3,1,0,1,23729,unknown,implementation,,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/Runner/Configs,3,4,0,4,1337,unknown,implementation,,4,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,macos/RunnerTests,2,1,0,1,290,swift,implementation,,1,zedpass-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
