donor,path,symbol,line,snippet,sha256,semantic_record_ids
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,bytes_in_flight,274,fn bytes_in_flight(&self) -> usize;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,bytes_in_flight_duration,276,fn bytes_in_flight_duration(&self) -> Duration;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,in_flight_count,279,"fn in_flight_count(&self, epoch: packet::Epoch) -> usize;",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pacing_rate,282,fn pacing_rate(&self) -> u64;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pto_count,285,fn pto_count(&self) -> u32;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pkt_thresh,290,fn pkt_thresh(&self) -> Option<u64>;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,time_thresh,293,fn time_thresh(&self) -> f64;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,lost_spurious_count,296,fn lost_spurious_count(&self) -> usize;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,detect_lost_packets_for_test,299,fn detect_lost_packets_for_test(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,update_app_limited,303,"fn update_app_limited(&mut self, v: bool);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,delivery_rate_update_app_limited,305,"fn delivery_rate_update_app_limited(&mut self, v: bool);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,update_max_ack_delay,307,"fn update_max_ack_delay(&mut self, max_ack_delay: Duration);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,state_str,310,"fn state_str(&self, now: Instant) -> &'static str;",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,get_updated_qlog_event_data,313,fn get_updated_qlog_event_data(&mut self) -> Option<EventData>;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,get_updated_qlog_cc_state,316,"fn get_updated_qlog_cc_state(&mut self, now: Instant)",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,send_quantum,319,fn send_quantum(&self) -> usize;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,get_next_release_time,321,fn get_next_release_time(&self) -> ReleaseDecision;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,gcongestion_enabled,323,fn gcongestion_enabled(&self) -> bool;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_with_config,327,pub fn new_with_config(recovery_config: &RecoveryConfig) -> Self {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,grecovery,328,let grecovery = GRecovery::new(recovery_config);,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,maybe_qlog,337,pub fn maybe_qlog(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,ev_data,345,let ev_data = EventData::QuicCongestionStateUpdated(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new,358,pub fn new(config: &Config) -> Self {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,Err,380,type Err = crate::Error;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,from_str,385,"fn from_str(name: &str) -> std::result::Result<Self, Self::Err> {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,fmt,433,"fn fmt(&self, f: &mut std::fmt::Formatter) -> std::fmt::Result {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,default,461,fn default() -> HandshakeStatus {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,name,497,fn name(&self) -> &'static str;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,as_json_value,498,fn as_json_value(&self) -> serde_json::Value;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new,517,"fn new(name: &'static str, value: T) -> Self {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,name,524,fn name(&self) -> &'static str {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,as_json_value,528,fn as_json_value(&self) -> serde_json::Value {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new,538,fn new() -> Self {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,insert,542,"fn insert<T: Serialize>(&mut self, name: &'static str, value: T) {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,field,543,"let field = CustomQlogField::new(name, value);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,into_inner,548,fn into_inner(self) -> qlog::events::ExData {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,maybe_update,560,"fn maybe_update(&mut self, latest: Self) -> Option<EventData> {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_min_rtt,563,let new_min_rtt = if self.min_rtt != latest.min_rtt {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_smoothed_rtt,571,let new_smoothed_rtt = if self.smoothed_rtt != latest.smoothed_rtt {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_latest_rtt,579,let new_latest_rtt = if self.latest_rtt != latest.latest_rtt {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_rttvar,587,let new_rttvar = if self.rttvar != latest.rttvar {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_cwnd,595,let new_cwnd = if self.cwnd != latest.cwnd {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_bytes_in_flight,603,let new_bytes_in_flight =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_ssthresh,612,let new_ssthresh = if self.ssthresh != latest.ssthresh {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_pacing_rate,620,let new_pacing_rate = if self.pacing_rate != latest.pacing_rate {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new_pto_count,628,let new_pto_count =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,inc,720,"fn inc(&mut self, delay: Duration) {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,set_max,728,"fn set_max(&mut self, other: Instant) {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,time,742,"pub fn time(&self, now: Instant) -> Option<Instant> {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,can_burst,751,pub fn can_burst(&self) -> bool {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,time_eq,757,"pub fn time_eq(&self, other: &Self, now: Instant) -> bool {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,delta,758,"let delta = match (self.time(now), other.time(now)) {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,set_startup_exit,777,"pub fn set_startup_exit(&mut self, startup_exit: StartupExit) {",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,new,798,fn new(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,bandwidth,801,let bandwidth = bandwidth.map(Bandwidth::to_bytes_per_second);,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,recovery_for_alg,838,fn recovery_for_alg(algo: CongestionControlAlgorithm) -> Recovery {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,lookup_cc_algo_ok,845,fn lookup_cc_algo_ok() {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,algo,846,"let algo = CongestionControlAlgorithm::from_str(""reno"").unwrap();",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,algo,850,"let algo = CongestionControlAlgorithm::from_str(""cubic"").unwrap();",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,algo,854,"let algo = CongestionControlAlgorithm::from_str(""bbr"").unwrap();",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,algo,858,"let algo = CongestionControlAlgorithm::from_str(""bbr2"").unwrap();",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,algo,862,let algo =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,lookup_cc_algo_bad,869,fn lookup_cc_algo_bad() {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,loss_on_pto,877,fn loss_on_pto(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,890,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,921,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,952,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,982,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1052,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1082,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,loss_on_timer,1163,fn loss_on_timer(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1176,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1206,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1236,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1266,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,loss_on_reordering,1359,fn loss_on_reordering(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1375,"let p = test_utils::helper_packet_sent(i, now, 1000);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pkt_count,1384,let pkt_count = (i + 1) as usize;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,time_thresholds_on_reordering,1479,fn time_thresholds_on_reordering(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,initial_thresh_ms,1504,let initial_thresh_ms =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,between_thresh_ms,1510,let between_thresh_ms = initial_thresh_ms + THRESH_GAP;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,send_time,1516,let send_time = now + i * between_thresh_ms;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1518,"let p = test_utils::helper_packet_sent(i.into(), send_time, 1000);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,relaxed_thresholds_on_reordering,1653,fn relaxed_thresholds_on_reordering(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,initial_thresh_ms,1678,let initial_thresh_ms =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,between_thresh_ms,1684,let between_thresh_ms = initial_thresh_ms + THRESH_GAP;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,send_time,1690,let send_time = now + i * between_thresh_ms;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1692,"let p = test_utils::helper_packet_sent(i.into(), send_time, 1000);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,double_time_thresh_overhead,1839,let double_time_thresh_overhead =,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pacing,1845,fn pacing(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pacing_enabled,1849,"let pacing_enabled = cc_algorithm_name == ""bbr2"" ||",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1869,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,initial_rtt,1912,let initial_rtt = Duration::from_millis(50);,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1947,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,1987,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,p,2019,let p = Sent {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,pacing_rate,2052,let pacing_rate = if pacing_enabled {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,bw,2056,let bw = r.cwnd() as f64 / cwnd_gain / initial_rtt.as_secs_f64();,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,scale_factor,2063,let scale_factor = if pacing_enabled {,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,reduced_rtt,2082,let reduced_rtt = Duration::from_millis(40);,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_srtt,2107,let expected_srtt = (7 * initial_rtt + reduced_rtt) / 8;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_min_rtt,2139,let expected_min_rtt = if pacing_enabled &&,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_srtt,2153,let expected_srtt = (7 * expected_srtt + expected_min_rtt) / 8;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_min_rtt,2180,let expected_min_rtt = if pacing_enabled &&,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_srtt,2193,let expected_srtt = (7 * expected_srtt + expected_min_rtt) / 8;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,initial_pacing_rate_override,2211,fn initial_pacing_rate_override(,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,rtt,2214,let rtt = Duration::from_millis(50);,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,bw,2215,"let bw = Bandwidth::from_bytes_and_time_delta(12000, rtt);",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,initial_pacing_rate_hint,2216,let initial_pacing_rate_hint = bw * initial_multipler;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,expected_pacing_with_rtt_measurement,2217,let expected_pacing_with_rtt_measurement = bw * expected_multiplier;,dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
whiteaesther_mobile,native/aether/quiche/quiche/src/recovery/mod.rs,cc_algorithm_name,2219,"let cc_algorithm_name = ""bbr2_gcongestion"";",dbddd4b837d08b854e8ca6f862a9129f1de972c5bbe951d8e390b543d8a7cb8b,PR223-R01;PR223-S016
