wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
tor-wave-14,PR97-M0502,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/hashicorp/golang-lru/simplelru,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/hashicorp/golang-lru/simplelru/lru.go,3ddaed6ede4287d913c93e6e3c6b13d9d50743bc468fa7466307095a911a1d3f,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0503,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/howeyc/gopass,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/howeyc/gopass/.travis.yml,3a9bc2aca0945892bcc03e652602c269c0487797a3dfd9f500a3d8006edb71ef,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0504,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/imdario/mergo,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/imdario/mergo/.gitignore,27297e93bcef40c9039f164212d905c6499d5c7238c5ab736284de4a76848409,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0505,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/imdario/mergo/testdata,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/imdario/mergo/testdata/license.yml,4f72fe957ed4e04e7edd2980165e25158b8a26bbe875327d6b89637f6db60d51,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0506,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/json-iterator/go,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/json-iterator/go/.codecov.yml,0f2aa3a4753419d25ba43daf7c72f7058d187d516ecf68c66e7467794aa4135d,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0507,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/json-iterator/go/extra,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/json-iterator/go/extra/binary_as_string_codec.go,c6a6298fb96e1362cfa8923d0e2185671cd28486aa292df4eebe53c07c8bd79e,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0508,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/.gitignore,0a44bd2b8e7c35cfad385b8f440c3ec6ebcf8bd10248cf5925d2ceacc92f8078,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0509,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/build,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/build/.goreleaser.yml,628b6e28964fd21b1d6b3f0f556f549dd4c34b3dc84c3404809e7985a5769710,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0510,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/build/gitbook,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/build/gitbook/Dockerfile,93426cf0162e1ae29023dcd5ff7a0fd156cd49c4868329bff5e81e03dfd3decb,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0511,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/build/gitbook/config,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/build/gitbook/config/deployment.yaml,a7e87d1fa01274126dc45d124189a47824291ca3b58c47b752ccfd73272c4e9e,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0512,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/build/thirdparty/darwin,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/build/thirdparty/darwin/Dockerfile,43d61b5a8939ea866060678da66b39da0a83111e50e304c3d991dee2029aebc3,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0513,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/build/thirdparty/linux,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/build/thirdparty/linux/Dockerfile,d99701054be5edce228e049688cc775fb06cbaeb88a34c646afa0ea0677a45b5,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0514,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/Gopkg.lock,2ffd67bd1d34853faa2e23ea7efda616ba2b9b046b9a3f886f1c924fced96912,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0515,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/internal/codegen,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/internal/codegen/types.go,b6b64152eb6c997fff326a6a4487c1764e45a526154e8d5b23802645dfa9772b,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0516,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/internal/codegen/parse,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/internal/codegen/parse/apis.go,945b3c117079a137e7d61b9c085107bf99ff9e5cd8d9294b8cd3b5b7a374037f,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0517,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/main.go,0d270e2bd7d872a7564c1f8456160fa863e63519a95963e397700c30ca2da3a6,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0518,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/main.go,f198e91eab0e8e5b2750192303179f1bc4b90e4a72f22cd6628fb8dc8bb11acb,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0519,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/codegen,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/codegen/generators.go,8a2850b743e510825226916bdfb822681da5d723cfb67bb69dbce5c1b3b6a9ea,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0520,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/codegen/run,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/codegen/run/generator.go,080dda2d59e4c08e46d10c48a387f9446ff40786c6aa66f2b30b60325c6c960a,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0521,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/internal/controllergen,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/internal/controllergen/generator.go,60c844c2c3ae97e0e345f4f7323341a62a951a302213f604f4a1dce6f8691626,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0522,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/internal/resourcegen,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder-gen/internal/resourcegen/apis_generator.go,f580885c87996c66f862964c154049bc509c26b91c5b3be1ed7caec3d74873bd,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0523,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/build,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/build/build.go,796cbf056c5b785b8b48b0377784e5d43079958fa1f06b67b772d6f7f7e2b9ac,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0524,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/create.go,41aa81ef48d4b3a072ee098ddbbe45410e6a4eeca0c5fb064cbe5f87f1f98333,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0525,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/config,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/config/config.go,8a1f7b342fc94f3b0a63511eba15e05901b5052ef215f282fcc888bfc21cf2b5,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0526,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/controller,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/controller/controller.go,a4ab0fe362f2da244b2bf6edd3e0f2b88cd2c896a41f8ee03a3b3784bf3b5df7,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0527,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/example,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/example/example.go,3a8befe63efb758c08b499a0e3bf693675b2d2e7279abee34ea72ef00add46df,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0528,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/resource,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/resource/example.go,e8a2fc813b446ddfd312289ef1d700aac71e2a68447b52ae1fdd350db1d141e6,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0529,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/util,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/create/util/util.go,817e13beee732951980a7dfff17948145d4fcdbc1b1f8faeb56787ec5600c35b,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0530,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/docs,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/docs/docs.go,852715ba2b6a39e62e1b49f74d784f5ea32a0f9fbc51ec38ed43d8b7574704b2,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0531,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/generate,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/generate/generate.go,65895792b4b11e2910cc0ea29c12be8b5566f8a5f32e98c15af96dc7167335f6,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0532,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/initproject,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/initproject/apis.go,382cf6d314d955d7f64d8380acd6f986d8b391eb7063f8a99eb104a3d3275a90,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
tor-wave-14,PR97-M0533,n/a,CG-PR97-ACCOUNT-tor-controller-master,tor-controller-master,surface accountability,complete bounded donor surface group: vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/run,bounded direct-directory/chunk group,evidence/accountability,accountability bundle; semantic values split into fine records,vendor/github.com/kubernetes-sigs/kubebuilder/cmd/kubebuilder/run/local.go,8b532ca1f632f67313c0c1fdaa9b7246dc018a2581eccc1f006b03c7325074e3,n/a,evidence classification,custom:surface-group-accountability,reference-only,Every file/link in this bounded group is SHA-256-accounted and classified; vendored/generated content remains accountable without being credited as donor-owned semantics.,n/a,n/a,all descendant file/link surfaces remain hash-accounted and eligible for narrower semantic extraction,module accounting never substitutes for independently decidable semantic records,n/a,n/a,n/a,Apache-2.0 top-level; large vendored dependency tree; primary-source concepts only; vendored code not reused,low,n/a,high,reviewed
